0,0,0,3.514051,35.14051,7000,31.87898,31.87891,1,1,1,1,0,1,1,1,1
1,0,0,7.763997,42.49945,7000,31.87898,31.87891,1,1,1,1,0,1,1,1,1
2,0,0,12.05032,42.86327,7000,31.87898,31.87891,1,1,1,1,0,1,1,1,1
3,0.5811551,0,10.80418,-12.46141,7000,166.8697,166.8698,-5302.669,-5302.669,-5302.668,-5302.668,0,0,0,0,0
4,1,0,5.607299,-51.96884,7000,0.2148914,0.2158,0.7454671,0.4840986,5.334399,0.7434571,0,1,1,1,1
5,1,0,7.469172,18.61873,7000,0,0.01978234,0.9393771,0.9340718,0.9389076,0.9381703,0,1,1,1,1
6,1,0,6.659734,-8.094382,7000,0,0.01978234,0.9802493,0.9796156,0.9790389,0.9789006,0,1,1,1,1
7,1,0,8.709634,20.499,7000,0,0.01978234,0.980731,0.9803569,0.9796723,0.9797649,0,1,1,1,1
8,1,0,11.98162,32.71985,7000,0,0,0.975565,0.9750997,0.9755427,0.9755992,0,1,1,1,1
9,1,0,14.52981,25.48186,7000,0.01978234,0.02797645,0.9742426,0.9738087,0.9750513,0.9750805,-1,1,1,1,1
10,1,0,16.74495,22.1514,7000,0,0,0.9744441,0.9740912,0.9753168,0.9753475,0,1,1,1,1
11,1,0,19.16629,24.21341,7000,0,0,0.9739165,0.9736091,0.9748492,0.9748808,0,1,1,1,1
12,1,0,21.71503,25.48744,7000,0.01978234,0.01978234,0.9729009,0.9726143,0.9741822,0.9742094,0,1,1,1,1
13,1,0,24.2386,25.23569,7000,0,0,0.9719611,0.9716928,0.9736425,0.9736664,0,1,1,1,1
14,1,0,26.69954,24.60945,7000,0,0,0.9712598,0.9710114,0.9731987,0.9732211,0,1,1,1,1
15,1,0,29.15108,24.5153,7000,0,0,0.9706048,0.9703735,0.9727451,0.9727661,0,1,1,1,1
16,1,0,31.61532,24.64245,7000,0,0,0.9698943,0.9696764,0.9722748,0.9722943,0,1,1,1,1
17,1,0,34.07859,24.63266,7000,0.01978234,0,0.9691659,0.9689596,0.9718091,0.9718274,1,1,1,1,1
18,1,0,36.53021,24.51626,7000,0,0,0.9684584,0.9682624,0.9713504,0.9713677,0,1,1,1,1
19,1,0,38.97266,24.42444,7000,0,0,0.9677624,0.9675756,0.970892,0.9709084,0,1,1,1,1
20,1,0,41.4104,24.37744,7000,0,0,0.9670589,0.9668803,0.9704308,0.9704464,0,1,1,1,1
21,1,0,43.84363,24.33228,7000,0,0,0.9663448,0.9661735,0.9699667,0.9699816,0,1,1,1,1
22,1,0,46.27066,24.27029,7000,0,0,0.9656246,0.9654597,0.9694997,0.969514,0,1,1,1,1
23,1,0,48.69104,24.2038,7000,0,0,0.9648984,0.9647394,0.9690292,0.9690429,0,1,1,1,1
24,1,0,51.10533,24.14295,7000,0,0,0.9641632,0.9640095,0.9685544,0.9685676,0,1,1,1,1
25,1,0,53.51386,24.08531,7000,0,0,0.9634169,0.963268,0.9680749,0.9680876,0,1,1,1,1
26,1,0,55.91647,24.02611,7000,0,0,0.9626591,0.9625146,0.96759,0.9676023,0,1,1,1,1
27,1,0,58.31304,23.96564,7000,0,0,0.9618892,0.9617487,0.9670998,0.9671116,0,1,1,1,1
28,1,0,60.70356,23.90526,7000,0,0,0.9611064,0.9609696,0.9666037,0.9666153,0,1,1,1,1
29,1,0,63.08815,23.8459,7000,0,0,0.9603097,0.9601763,0.9661015,0.9661127,0,1,1,1,1
30,1,0,65.46681,23.78658,7000,0.01978234,0,0.9594984,0.9593681,0.9655928,0.9656037,1,1,1,1,1
31,1,0,67.83951,23.72696,7000,0,0,0.9586717,0.9585442,0.9650775,0.9650881,0,1,1,1,1
32,1,0,70.20626,23.66753,7000,0,0,0.9578289,0.9577041,0.9645552,0.9645655,0,1,1,1,1
33,0.7721303,0,72.56708,23.60817,7000,0,0,0.9569523,0.9568298,0.9640149,0.9640251,0,1,1,1,1
34,0.4856676,-0.9753956,74.9219,23.5482,7000,0,0,0.9537031,0.9535695,0.9620093,0.96202,0,1,1,1,1
35,1,0,76.79686,18.74962,7000,0.4937681,0.4937681,0.9506681,0.9506033,0.9601986,0.9602581,0,1,1,1,1
36,1,0,79.13593,23.39066,7000,0.9673254,0.9671232,0.9498096,0.9498488,0.9596838,0.9598079,1,1,1,1,1
37,1,0,81.46844,23.32512,7000,1.40249,1.40235,0.9489899,0.9489975,0.9592063,0.9593074,1,1,1,1,1
38,1,0,83.79239,23.23952,7000,1.364153,1.364153,0.9481143,0.9481401,0.9587012,0.9588113,0,1,1,1,1
39,1,0,86.11147,23.19084,7000,1.155721,1.155552,0.9471944,0.9472696,0.9581718,0.9583107,1,1,1,1,1
