0,0,0,3.514051,35.14051,7000,31.87898,31.87891,1,1,1,1,0,1,1,1,1
1,0.9296848,0,7.763997,42.49945,7000,31.87898,31.87891,0.7674896,0.7674896,0.7434312,0.7434312,0,1,1,1,1
2,1,0,12.05032,42.86327,7000,31.87898,31.87891,0.952279,0.952279,0.9474446,0.9474446,0,1,1,1,1
3,1,0,10.96748,-10.82843,7000,0.01978234,0.02797645,0.9705199,0.97052,0.9693258,0.9693259,0,1,1,1,1
4,1,0,9.026765,-19.40717,7000,0.07401875,0.07401875,0.9678578,0.9675738,0.9697778,0.9696806,0,1,1,1,1
5,1,0,11.29702,22.70259,7000,0,0,0.9697042,0.9691511,0.971468,0.9710941,0,1,1,1,1
6,1,0,10.77129,-5.257311,7000,0,0,0.9814011,0.9811886,0.9815998,0.9814199,0,1,1,1,1
7,1,0,12.90632,21.35028,7000,0.01978234,0,0.9809647,0.9809249,0.9811276,0.9810244,0,1,1,1,1
8,1,0,16.15281,32.46487,7000,0,0,0.9772978,0.9772161,0.9782071,0.9780647,0,1,1,1,1
9,1,0,18.7415,25.88696,7000,0,0,0.9758216,0.9757287,0.9772807,0.9771367,0,1,1,1,1
10,1,0,20.87866,21.37157,7000,0,0,0.9757679,0.9756969,0.9772222,0.9771047,0,1,1,1,1
11,1,0,23.28181,24.03147,7000,0,0,0.9750909,0.9750285,0.9765642,0.9764578,0,1,1,1,1
12,1,0,25.86037,25.7856,7000,0,0.01978234,0.9739263,0.9738635,0.9757111,0.9756079,-1,1,1,1,1
13,1,0,28.3739,25.13533,7000,0,0.01978234,0.9729174,0.9728569,0.9750496,0.9749522,-1,1,1,1,1
14,1,0,30.81119,24.37288,7000,0,0,0.9721485,0.972092,0.9744934,0.9744024,0,1,1,1,1
15,1,0,33.25063,24.39438,7000,0,0,0.971402,0.9713483,0.9739246,0.9738384,0,1,1,1,1
16,1,0,35.70893,24.58302,7000,0,0,0.9705974,0.9705457,0.9733492,0.9732671,0,1,1,1,1
