153 26.77125 17.5 36.04866 0.4762268 4000 1.719877 2.823275 0.01474523 0.2 0.4570174 -0.06122499 0.3268939 0.3198482 1 1 0 1 1
154 27.07125 17.5 36.51391 4.652519 4000 1.889895 2.762721 0.01514061 0.2 0.2754594 -0.199162 0.3188969 0.1359036 1 1 0 1 0
155 27.37125 17.5 36.71031 1.963997 4000 2.117848 2.704795 0.01543303 0.2 0.4104162 -0.9768997 0.3142704 0.3498152 1 1 0 1 1
156 27.67124 17.5 36.93263 2.223206 4000 2.353516 2.615764 0.01566366 0.2 0.4513906 -0.2102889 0.3051934 0.2706061 1 1 0 1 1
157 27.97124 17.5 37.33209 3.994598 4000 2.633513 2.552056 0.01576761 0.2 0.3167666 -0.8901216 0.2965235 0.3353504 1 1 0 1 1
158 28.27123 17.5 37.5097 1.776085 4000 2.891102 2.468548 0.01577718 0.2 0.4514977 -0.1224436 0.2849935 0.2278497 1 1 0 1 1
159 28.57123 17.5 37.90951 3.998108 4000 3.148835 2.410297 0.01564981 0.2 0.3586117 -0.8104094 0.2752866 0.2914481 1 1 0 1 1
160 28.87123 17.5 38.14442 2.349167 4000 3.326843 2.318578 0.01542905 0.2 0.4154553 -0.1123589 0.2611886 0.1618746 1 1 0 1 0
161 29.17122 17.5 38.49667 3.522415 4000 3.46385 2.252727 0.0150842 0.2 0.3355767 -0.6563687 0.2504722 0.3107813 1 1 0 1 1
162 29.47122 17.5 38.80426 3.075905 4000 3.516971 2.186775 0.0146348 0.2 0.4259703 -0.7756942 0.2359855 0.1893179 1 1 0 1 0
163 29.77122 17.5 39.05368 2.494202 4000 3.434332 2.080366 0.01411843 0.2 0.3291493 -0.1596681 0.2225221 0.2961324 1 1 0 1 1
164 30.07121 17.5 39.36265 3.089752 4000 3.301204 2.025164 0.01348336 0.2 0.4209934 -0.3057283 0.2146422 0.206463 1 1 0 1 1
165 30.37121 17.5 39.68676 3.241119 4000 3.036413 1.937954 0.0127853 0.2 0.3461651 -0.3516298 0.2087507 0.287607 1 1 0 1 1
166 30.6712 17.5 40.03011 3.433495 4000 2.696895 1.865506 0.01201896 0.2 0.4052268 -0.7277849 0.202182 0.2115093 1 1 0 1 1
167 30.9712 17.5 40.31016 2.800446 4000 2.265981 1.772771 0.01121884 0.2 0.3316202 -0.2771144 0.1993286 0.2705322 1 1 0 0 1
168 31.27119 17.5 40.59914 2.889786 4000 1.817362 1.705594 0.01037048 0.2 0.40309 -0.2890873 0.1977062 0.2224971 1 1 0 0 1
169 31.57119 17.5 40.93137 3.322372 4000 1.337205 1.620154 0.009518334 0.2 0.3492771 -0.3150659 0.1950153 0.2640527 1 1 0 0 1
170 31.87119 17.5 41.26025 3.288803 4000 0.8873521 1.543069 0.008669774 0.2 0.3889847 -0.4921419 0.1915627 0.226234 1 1 0 0 1
171 32.17118 17.5 41.54767 2.874184 4000 0.4710537 1.444014 0.007863275 0.2 0.3403443 -0.1207006 0.1879721 0.2381014 1 1 0 0 1
172 32.47118 17.5 41.88299 3.353157 4000 0.1701742 1.376719 0.007083984 0.2 0.3794039 -0.3611301 0.1862658 0.2322952 1 1 0 0 1
183 35.77114 17.5 45.37786 2.911911 4000 1.661422 0.3663747 0.009367738 0.2 0.3172694 -0.1386161 0.1766259 0.1602196 1 1 0 0 0
